,zipcode,cost
7870,45341,68900
7871,47320,60700
7872,27050,99600
7873,14042,75000
7874,61755,101200
7875,3086,181300
7876,8751,228900
7877,13140,79600
7878,1985,482500
7879,32195,137300
7880,15557,108800
7881,19541,148100
7882,43102,120300
7883,29039,64300
7884,11977,626800
7885,40008,125900
7886,64054,54600
7887,15112,53800
7888,12053,122300
7889,47037,81700
7890,85263,406800
7891,10921,188400
7892,3584,111800
7893,3819,253700
7894,45052,137100
7895,10926,122500
7896,52213,128400
7897,83676,133300
7898,12827,151700
7899,32744,111700
7900,6420,189100
7901,55114,244600
7902,55005,231500
7903,80106,380700
7904,1468,163700
7905,18347,82500
7906,93643,194100
7907,17301,154000
7908,47562,65600
7909,48367,180900
7910,49328,130400
7911,22645,191700
7912,10524,317600
7913,97462,143600
7914,34981,129200
7915,44837,83900
7916,59873,91400
7917,12846,145200
7918,46793,94100
7919,14772,66300
7920,47433,88700
7921,47246,85500
7922,81419,172200
7923,13862,84500
7924,30543,96500
7925,15419,65600
7926,47346,68100
7927,3753,158500
7928,3884,228000
7929,46571,141900
7930,2764,277400
7931,93256,112900
7932,71964,120900
7933,12835,143200
7934,49344,199300
7935,61019,129400
7936,98812,144400
7937,2562,290500
7938,44824,114500
7939,98261,456100
7940,13795,68400
7941,3861,228300
7942,3034,245000
7943,3576,108200
7944,1929,423700
7945,79521,61400
7946,14485,122600
7947,46746,109300
7948,80645,206100
7949,28420,103900
7950,42217,95900
7951,64720,78000
7952,15140,44900
7953,1010,196500
7954,43061,174100
7955,1612,230100
7956,44704,45100
7957,14823,62900
7958,32462,112800
7959,6375,189300
7960,44436,64400
7961,3598,166000
7962,78597,220200
7963,12865,95300
7964,17372,161200
7965,65604,75400
7966,13748,69100
7967,47581,54600
7968,12580,186600
7969,3813,103700
7970,93602,219900
7971,18334,94500
7972,95634,268800
7973,43046,135100
7974,17344,140900
7975,12594,163100
7976,6853,866000
7977,37189,158500
7978,98932,111700
7979,64747,111600
7980,15541,110800
7981,22625,223600
7982,74039,95200
7983,13132,93600
7984,13317,72700
7985,15026,136800
7986,2838,133100
7987,44430,48800
7988,14416,112400
7989,47164,96300
7990,3225,173900
7991,47993,59600
7992,55779,207600
7993,2831,229100
7994,17048,89000
7995,7852,209000
7996,35006,48100
7997,12449,146900
7998,93675,211500
7999,6259,192700
8000,99009,191600
8001,45302,118400
8002,97022,330200
8003,22427,146500
8004,55043,208200
8005,56055,141300
8006,20004,691000
8007,24421,150300
8008,13803,87800
8009,44609,85500
8010,68462,147100
8011,3782,221300
8012,47336,38100
8013,6751,238400
8014,10916,233500
8015,19555,118900
8016,46555,125100
8017,35118,48500
8018,32180,101600
8019,28726,131800
8020,47118,61600
8021,28032,105200
8022,12525,214400
8023,96725,250200
8024,17364,151300
8025,16875,171100
8026,23124,240200
8027,67025,109900
8028,98831,359400
8029,29374,90600
8030,13131,81600
8031,20119,253700
8032,24236,83800
8033,47944,59900
8034,73104,216600
8035,1506,177700
8036,55705,78400
8037,12117,129500
8038,97064,155000
8039,6231,162900
8040,10987,403600
8041,17509,180300
8042,30178,109300
8043,47923,85300
8044,2668,361300
8045,14172,122700
8046,43532,105800
8047,93453,441800
8048,14821,76300
8049,1225,166600
8050,13080,107500
8051,2670,277700
8052,15014,55700
8053,80535,258900
8054,44470,85500
8055,6756,239100
8056,80951,191700
8057,98392,239700
8058,46792,69400
8059,98546,346300
8060,47665,84500
8061,16925,129600
8062,44234,141600
8063,46157,106500
8064,6018,153000
8065,12546,180700
8066,55802,282000
8067,12466,182400
8068,16346,79600
8069,55375,148400
8070,90010,874200
8071,1984,443400
8072,12484,237100
8073,46371,112500
8074,55055,166700
8075,55741,92700
8076,15052,120200
8077,45120,84700
8078,3048,222700
8079,46501,77900
8080,93235,98400
8081,46932,78000
8082,47459,81600
8083,15312,99100
8084,46797,97400
8085,47520,77700
8086,93202,113600
8087,47161,106500
8088,16115,115800
8089,45850,118200
8090,14812,83700
8091,22213,573400
8092,13787,77600
8093,61547,119900
8094,16157,75200
8095,55415,311200
8096,90704,548300
8097,43447,112500
8098,6469,169100
8099,46773,83500
8100,14125,87300
8101,19505,152900
8102,47638,120800
8103,67449,47200
8104,89040,119300
8105,93271,252600
8106,98240,323600
8107,66615,127300
8108,1235,161300
8109,1518,221200
8110,18346,81000
8111,27233,117300
8112,43522,135400
8113,43450,115500
8114,47523,77100
8115,38620,73700
8116,45130,81300
8117,55917,126000
8118,43542,140400
8119,97396,140600
8120,43342,108300
8121,45369,101900
8122,47283,75100
8123,6063,191600
8124,12809,145400
8125,47874,59700
8126,28742,208200
8127,13033,84000
8128,17034,89800
8129,23690,271000
8130,80447,229700
8131,46510,73600
8132,14719,69500
8133,6093,212200
8134,3826,269600
8135,43718,105400
8136,44429,82400
8137,18972,280300
8138,17562,185900
8139,63341,283200
8140,69145,52700
8141,1522,204000
8142,1360,178200
8143,15563,80200
8144,47032,91900
8145,14435,144900
8146,17023,121600
8147,47868,64900
8148,18250,67900
8149,63037,109400
8150,55073,306600
8151,12074,179300
8152,55327,242500
8153,80442,240700
8154,47334,73400
8155,28790,174800
8156,47558,122200
8157,23062,186900
8158,62018,56100
8159,1541,272100
8160,15148,49600
8161,44846,113500
8162,80440,246700
8163,46065,93900
8164,47143,115700
8165,12520,211500
8166,6069,247400
8167,24092,123000
8168,46349,121800
8169,46573,121200
8170,26541,128200
8171,41092,145900
8172,13167,105300
8173,96114,188600
8174,44626,89000
8175,33827,142000
8176,55768,97700
8177,27283,107700
8178,55020,311800
8179,66542,121000
8180,18372,146600
8181,37219,387300
8182,45314,104400
8183,47879,55600
8184,98340,472100
8185,46071,117500
8186,61273,116700
8187,3608,197700
8188,32564,101500
8189,55723,146000
8190,74343,77500
8191,32346,150600
8192,63072,117800
8193,6280,125300
8194,13730,75000
8195,44643,100200
8196,61536,102300
8197,3278,196500
8198,44402,99200
8199,46553,115200
8200,1223,156700
8201,98601,346900
8202,34289,203200
8203,46929,64300
8204,34737,221300
8205,47229,74700
8206,2464,546300
8207,2807,949600
8208,1237,172900
8209,55934,181400
8210,95916,186500
8211,28137,94500
8212,96760,192300
8213,46536,85400
8214,52214,136500
8215,61559,100000
8216,12567,184700
8217,17529,216900
8218,96785,193700
8219,3574,132100
8220,6232,179400
8221,3855,223500
8222,44865,77900
8223,22737,225000
8224,99148,208700
8225,3226,227400
8226,17532,198800
8227,98862,343300
8228,68059,195100
8229,19507,137800
8230,43107,99600
8231,46910,78100
8232,2715,291800
8233,46504,82000
8234,44451,95100
8235,97067,212400
8236,97327,178600
8237,97456,194800
8238,18942,283700
8239,56024,160400
8240,98548,165900
8241,43469,99000
8242,6455,191500
8243,12514,237800
8244,61238,86200
8245,14807,65600
8246,65550,71900
8247,14770,61600
8248,96025,128500
8249,3814,207700
8250,52253,126200
8251,55960,218500
8252,46938,61200
8253,95465,848500
8254,44275,123500
8255,46732,80500
8256,95663,454500
8257,22734,180200
8258,61517,121600
8259,6089,169400
8260,94038,912800
8261,1922,561200
8262,98935,139300
8263,3269,178800
8264,52228,134100
8265,1503,365800
8266,22567,160600
8267,18332,100800
8268,12979,94500
8269,65770,76500
8270,44688,83000
8271,47140,61300
8272,98244,224700
8273,83641,191500
8274,3827,286400
8275,12531,210200
8276,14817,141700
8277,55322,209300
8278,13691,100100
8279,14521,90800
8280,55790,284100
8281,2110,1659900
8282,44822,88700
8283,66409,136500
8284,12068,101900
8285,43416,101800
8286,44264,158700
8287,80482,315300
8288,98856,248700
8289,14517,78400
8290,46044,61000
8291,2535,1099200
8292,3582,68700
8293,18038,170800
8294,95917,173000
8295,59758,252300
8296,45845,135900
8297,96763,388600
8298,17353,165300
8299,19529,182600
8300,56063,199800
8301,77650,215700
8302,92386,159300
8303,1083,175400
8304,14098,87800
8305,12850,164300
8306,44452,111500
8307,80610,196800
8308,3585,127700
8309,49450,60600
8310,33921,880300
8311,47340,63700
8312,80644,219600
8313,18325,112700
8314,28133,75500
8315,13143,82200
8316,94037,888600
8317,13685,163100
8318,13060,120300
8319,18350,143500
8320,16262,83100
8321,24431,147200
8322,43154,124000
8323,36523,70900
8324,97131,271700
8325,30576,134600
8326,55357,245600
8327,6757,211600
8328,44491,104500
8329,27009,126200
8330,3440,158900
8331,12817,171100
8332,17302,135600
8333,45858,110100
8334,80643,243700
8335,80117,344900
8336,93242,115100
8337,1431,225200
8338,46051,69300
8339,43521,84400
8340,6442,212100
8341,6330,173400
8342,73059,61700
8343,92061,537300
8344,2804,207700
8345,59868,227300
8346,97544,292200
8347,6384,181800
8348,12458,107200
8349,41063,113600
8350,61529,90000
8351,80133,247000
8352,47022,136800
8353,47355,49100
8354,55001,375300
8355,3810,246900
8356,6783,428300
8357,13746,78700
8358,47368,59000
8359,47471,59400
8360,10974,266900
8361,32181,50900
8362,50109,206400
8363,1096,208200
8364,30537,148200
8365,1337,179300
8366,12487,164700
8367,18092,190700
8368,3602,160900
8369,15067,68900
8370,12547,204900
8371,35073,47900
8372,55384,305700
8373,44666,99100
8374,1038,255800
8375,28449,250000
8376,50237,173400
8377,97417,119200
8378,15935,80900
8379,1529,173900
8380,17304,160300
8381,68372,146500
8382,46982,69100
8383,47383,66100
8384,97358,203400
8385,1257,228500
8386,3447,152100
8387,44401,127800
8388,48069,228100
8389,3217,127300
8390,47338,59300
8391,97017,373100
8392,43003,136600
8393,43569,90900
8394,66539,96000
8395,13120,74100
8396,16143,108700
8397,65259,69700
8398,47342,62800
8399,97042,384900
8400,62097,99400
8401,11964,776100
8402,93532,250800
8403,98592,298900
8404,89034,267700
8405,1022,113800
8406,55047,330900
8407,66439,47200
8408,98253,443500
8409,95690,317000
8410,1050,194800
8411,17747,162700
8412,44814,115900
8413,61734,84600
8414,98376,332500
8415,97538,229300
8416,36528,254100
8417,97469,138600
8418,1537,175100
8419,28637,76700
8420,80813,138900
8421,95441,647800
8422,48822,157700
8423,56065,114800
8424,1521,189500
8425,46543,116700
8426,2630,403900
8427,15046,113000
8428,17365,151400
8429,98241,164600
8430,1128,172900
8431,3869,215600
8432,46068,88200
8433,46147,103800
8434,35091,72100
8435,44506,33300
8436,6039,269200
8437,2575,677400
8438,6438,235100
8439,81223,172000
8440,73007,166400
8441,46770,84800
8442,12921,115400
8443,97136,228200
8444,1080,150000
8445,10588,312300
8446,46784,119500
8447,96772,238000
8448,16421,111500
8449,47633,84700
8450,14847,106200
8451,3046,210500
8452,10963,160400
8453,15035,55100
8454,17098,74200
8455,47613,101000
8456,14873,72500
8457,15027,105700
8458,13044,97500
8459,55397,171900
8460,98947,146000
8461,52227,111600
8462,1351,172900
8463,2367,329400
8464,80512,263300
8465,44843,102400
8466,93222,177600
8467,34216,784000
8468,44608,87800
8469,38658,80000
8470,50063,144200
8471,12491,179200
8472,50169,137000
8473,46161,82400
8474,68450,67200
8475,12780,128300
8476,33857,118600
8477,3255,253100
8478,14809,67500
8479,46747,124300
8480,6377,171900
8481,44878,83900
8482,55368,160400
8483,3455,163400
8484,62067,94100
8485,67431,95600
8486,6334,169600
8487,80103,293100
8488,20198,324000
8489,45814,101900
8490,28709,170600
8491,43155,124800
8492,1262,266700
8493,47232,100700
8494,43719,71900
8495,97875,100900
8496,53170,145400
8497,62281,109200
8498,55360,214900
8499,2725,218600
8500,6235,162400
8501,12583,198200
8502,18930,276000
8503,55049,137600
8504,12814,238500
8505,12440,221100
8506,12581,224900
8507,14541,186100
8508,18850,151300
8509,2671,316900
8510,88044,101100
8511,6247,184500
8512,45325,107400
8513,3221,200000
8514,47850,60800
8515,44215,93800
8516,45162,119500
8517,93238,148700
8518,13110,117800
8519,17565,173700
8520,59825,227900
8521,3266,133600
8522,3224,217500
8523,55003,184300
8524,53007,163400
8525,22952,151200
8526,12056,120600
8527,10537,184200
8528,61533,83200
8529,95452,738000
8530,46130,109300
8531,80536,313600
8532,44510,32700
8533,81639,207700
8534,95947,145200
8535,6777,275200
8536,6782,160400
8537,45370,122600
8538,22644,166000
8539,81069,143300
8540,13622,161100
8541,47115,87200
8542,2808,212500
8543,46056,83600
8544,22843,169900
8545,47108,65900
8546,3830,207600
8547,14012,104400
8548,97435,134500
8549,3251,137000
8550,12918,83500
8551,47977,86800
8552,3245,243600
8553,22514,138000
8554,47951,59600
8555,48835,121100
8556,2666,461700
8557,18077,244200
8558,12912,112800
8559,65284,81800
8560,52336,131300
8561,28772,146800
8562,24472,178100
8563,14741,103500
8564,3887,163700
8565,3258,227100
8566,46172,80500
8567,24067,122600
8568,98828,241600
8569,14560,100700
8570,64725,114700
8571,98588,263700
8572,45346,80300
8573,63060,105400
8574,81326,300300
8575,16120,95400
8576,94923,732000
8577,22637,186100
8578,46539,79700
8579,18321,82500
8580,46702,54000
8581,81019,142000
8582,15034,58500
8583,95245,196800
8584,44411,92800
8585,49070,122900
8586,47841,64700
8587,64742,105700
8588,16123,136800
8589,2650,487900
8590,46919,70400
8591,3216,185200
8592,47634,60100
8593,95426,198300
8594,55706,60900
8595,77983,100300
8596,1515,199300
8597,14826,64400
8598,6763,223200
8599,67851,131100
8600,6058,218300
8601,50261,157800
8602,95975,341000
8603,43148,118400
8604,3836,177600
8605,47838,48600
8606,67030,128500
8607,97360,139900
8608,46031,122100
8609,47373,41800
8610,50276,127700
8611,15322,58000
8612,28689,117900
8613,43164,121600
8614,13145,100200
8615,24571,108100
8616,24467,180300
8617,46939,86000
8618,14171,85400
8619,46070,68000
8620,3580,202900
8621,32694,84400
8622,91916,412800
8623,37201,380100
8624,12472,156600
8625,1034,231200
8626,47954,73800
8627,24176,314000
8628,46166,92300
8629,3465,128500
8630,13160,122300
8631,47513,92200
8632,1611,189600
8633,97442,121100
8634,47631,84400
8635,20117,449300
8636,98303,229400
8637,1542,235300
8638,46058,91300
8639,47963,62300
8640,55771,143500
8641,14476,132800
8642,24069,77600
8643,34215,504100
8644,12023,150500
8645,6068,267700
8646,63015,112600
8647,97499,122900
8648,46951,74400
8649,47341,74300
8650,97112,285400
8651,6752,305400
8652,68002,136100
8653,95703,329200
8654,43332,86400
8655,97049,230800
8656,3774,118900
8657,47384,84500
8658,98822,243200
8659,49406,244500
8660,15333,95300
8661,12461,205600
8662,2827,243900
8663,93513,211400
8664,28660,132800
8665,93426,321900
8666,97868,101400
8667,13156,101400
8668,92561,336100
8669,1054,247600
8670,55052,174000
8671,99133,84200
8672,62087,59000
8673,43933,69200
8674,1266,282800
8675,96716,445100
8676,81236,369100
8677,47928,54200
8678,32140,62600
8679,46128,90500
8680,3838,166900
8681,98847,249700
8682,43466,92100
8683,92676,580800
8684,46978,65800
8685,77417,113200
8686,56026,127400
8687,95977,317100
8688,2659,384400
8689,1053,211900
8690,13034,132200
8691,35061,46100
8692,63056,119500
8693,3449,205100
8694,55019,172600
8695,47468,210400
8696,47272,74200
8697,47527,100800
8698,44613,73500
8699,46048,58800
8700,95421,440900
8701,81418,144900
8702,43145,95700
8703,94020,712500
8704,6254,172800
8705,14743,70700
8706,1081,150100
8707,55932,167200
8708,47946,63600
8709,3864,159700
8710,80809,250000
8711,3845,169200
8712,99173,122300
8713,3588,108200
8714,29635,110900
8715,45359,98100
8716,63349,123300
8717,15423,92000
8718,6754,250100
8719,15360,137100
8720,95462,422800
8721,15321,135600
8722,1340,175400
8723,47235,87600
8724,64734,161900
8725,12137,128300
8726,15055,160700
8727,27016,94600
8728,13112,116400
8729,45896,87200
8730,46182,80300
8731,96140,469200
8732,12059,154800
8733,50604,90900
8734,97110,466000
8735,19706,152600
8736,98342,335700
8737,24102,93700
8738,64125,39000
8739,1474,207000
8740,59823,247200
8741,83847,228900
8742,47971,66300
8743,97107,181500
8744,46149,109000
8745,47273,86300
8746,3886,150100
8747,3768,274800
8748,95689,247800
8749,12729,105800
8750,43443,113400
8751,55936,103200
8752,12935,84400
8753,67067,157700
8754,15019,102500
8755,67480,79500
8756,46917,75000
8757,95942,252000
8758,12853,128400
8759,94973,771700
8760,83845,192700
8761,1341,228200
8762,3444,197900
8763,6750,188200
8764,14477,131400
8765,83335,119700
8766,22652,194600
8767,67050,126500
8768,47990,76100
8769,46050,77900
8770,62001,110600
8771,14005,104500
8772,16112,60700
8773,1339,192100
8774,1344,157000
8775,3467,202500
8776,1330,221200
8777,12409,332500
8778,62061,107100
8779,3781,176500
8780,47619,90400
8781,55088,291000
8782,80444,186100
8783,15345,59400
8784,18355,95000
8785,12057,131800
8786,63013,145500
8787,80650,187700
8788,12481,185600
8789,47385,60900
8790,74852,86800
8791,13650,160400
8792,3849,166900
8793,19453,125300
8794,62084,60200
8795,46186,97700
8796,81023,153800
8797,3043,197100
8798,97130,366400
8799,33109,2320500
8800,6081,141800
8801,24479,159000
8802,30545,142200
8803,6021,197500
8804,46776,114900
8805,3592,117700
8806,47561,72100
8807,3047,184800
8808,55736,107200
8809,81645,468300
8810,33051,518100
8811,3262,146900
8812,47436,104100
8813,46076,70700
8814,80449,223900
8815,99101,147500
8816,3285,133800
8817,55751,119200
8818,98941,198500
8819,97633,101900
8820,14571,114400
8821,47922,60900
8822,67108,102100
8823,3082,211000
8824,28531,180500
8825,98262,359200
8826,97135,329000
8827,3837,190900
8828,99110,191100
8829,99116,124900
8830,1072,199800
8831,52218,112000
8832,47840,88800
8833,55732,102800
8834,81022,81000
8835,55945,147600
8836,3882,148000
8837,6242,208000
8838,47564,60500
8839,47940,65900
8840,94937,986000
8841,47137,61000
8842,3280,186700
8843,12815,198700
8844,64746,96800
8845,3240,128000
8846,3287,205000
8847,80545,206000
8848,14028,125300
8849,93604,205300
8850,46165,99300
8851,47451,60300
8852,15673,77100
8853,55710,143000
8854,55991,218700
8855,47649,62400
8856,6023,203800
8857,1253,225800
8858,1254,253000
8859,1098,214100
8860,3442,142000
8861,47223,68400
8862,62048,52300
8863,47234,85300
8864,22937,159300
8865,3464,169200
8866,44250,57800
8867,15056,83600
8868,3227,213400
8869,6481,205000
8870,96142,348800
8871,46794,88500
8872,47393,73500
8873,50233,107900
8874,1011,154700
8875,3583,155300
8876,3777,181800
8877,97886,132700
8878,3230,148300
8879,47989,64400
8880,1245,310700
8881,80827,205400
8882,96141,519000
8883,1008,170300
8884,3450,217900
8885,3745,187400
8886,31097,66500
8887,44449,101100
8888,3816,242400
8889,47516,58100
8890,47541,94700
8891,65612,91900
8892,43971,52200
8893,3846,259800
8894,3241,191000
8895,1026,198900
8896,6282,192200
8897,50073,169200
8898,98304,169300
8899,15427,69500
8900,95629,285300
8901,3590,79800
8902,46035,69300
8903,80820,222300
8904,47354,67300
8905,33924,606400
8906,12824,222100
8907,1368,179700
8908,44804,82700
8909,95636,204700
8910,3243,161700
8911,3740,138500
8912,3875,203300
8913,47955,64500
8914,97011,223200
8915,3853,345600
8916,47640,66600
8917,92333,225600
8918,3605,140200
8919,47968,73800
8920,47597,69500
8921,80515,249000
8922,3282,134000
8923,55781,214600
8924,96148,447600
8925,3457,205400
8926,80456,214800
8927,80510,276200
8928,1255,216300
8929,95497,727100
8930,55053,256300
8931,95728,400500
8932,97149,379600
8933,3279,121400
8934,12480,120700
8935,80481,356000
8936,1270,159500
8937,3812,158400
8938,3215,161700
8939,47965,70000
8940,3765,115900
8941,80532,287500
8942,12429,153800
8943,97028,312600
8944,1338,198500
8945,3293,165800
